id,PlayerName,DraftAge,country_group,Height,Weight,Position,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,po_PlusMinus,sum_7yr_GP,GP_greater_than_0,sum_wk_xk,class_0_prob,LeafNode
2019,Alexander Sundstrom,18,EURO,72,201,C,29,12,0,0,0,0,-2,0,0,0,0,0,0,0,no,5.187186000000002,0.0055566595302184172,3
9263,Nikolai Lemtyugov,19,EURO,72,212,R,0,11,1,1,2,16,1,0,0,0,0,0,0,0,no,9.14913700000001,0.0001063002090664776,3
9298,Kirill Tulupov,18,EURO,75,227,D,0,14,1,3,4,22,7,3,0,2,2,8,-1,0,no,4.1737610000000025,0.015160863155721403,3
14866,Aaron Marvin,18,USA,74,192,C,50,23,9,21,30,0,0,0,0,0,0,0,0,0,no,8.761006000000005,0.00015670230256995045,3
15065,Doug Rogers,18,USA,73,196,D,110,2,0,1,1,2,0,0,0,0,0,0,0,0,no,7.8143600000000095,0.00040373016495285724,3
19377,Maxime Frechette,18,CAN,77,214,D,223,13,0,0,0,24,-2,0,0,0,0,0,0,0,no,6.980084000000002,0.00092936054654677675,3
19376,Martin Nolet,20,CAN,75,205,D,100,19,5,7,12,26,20,0,0,0,0,0,0,0,no,7.360100000000004,0.00063573043259458704,3
14398,Chris Hickey,18,USA,73,185,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,6.366267000000004,0.0017156142699056396,3
11655,Cameron Cepek,18,USA,74,181,D,83,21,2,8,10,71,5,12,0,1,1,10,-8,0,no,4.687190000000006,0.0091284409474191586,3
3900,Per Johnsson,18,EURO,73,181,D,0,14,3,1,4,38,0,8,1,1,2,22,0,0,no,1.307469000000005,0.21291068020475235,3
12520,Jake Hansen,18,USA,73,192,R,65,15,4,4,8,14,-1,7,0,2,2,8,1,0,no,6.679143000000002,0.00125527693493446,3
18748,Austin Smith,19,USA,71,181,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,9.588830000000003,6.8484816981979196e-05,3
15058,Joe Stejskal,19,USA,75,207,D,95,0,14,20,34,0,0,0,0,0,0,0,0,0,no,11.476517000000007,1.0370686153572114e-05,3
12562,Taylor Matson,19,USA,71,187,C,130,23,1,2,39,6,-3,6,0,1,1,10,-3,0,no,6.063948000000007,0.0023198088156644375,3
18600,Nick Larson,18,USA,72,190,C,109,10,34,32,66,6,3,0,0,0,0,0,0,0,no,7.964382000000004,0.00034750567364117985,3
14396,Scott Kishel,18,USA,71,190,D,0,0,14,34,48,0,0,0,0,0,0,0,0,0,no,9.868898000000003,5.1757057495276239e-05,3
20907,Andrew Glass,18,USA,71,185,L,87,18,7,10,17,0,0,0,0,0,0,0,0,0,no,9.216887000000003,9.9337606505469045e-05,3
19228,Mitch Gaulton,18,CAN,72,185,D,0,20,2,5,7,19,-10,0,0,0,0,0,0,0,no,4.937992000000006,0.007117950797907357,3
18885,Joe Gleason,18,USA,69,181,D,188,18,6,26,32,14,0,0,0,0,0,0,0,0,no,8.819238000000007,0.00014783912774862264,3
8469615,Maxim Kondratiev,18,EURO,73,197,D,0,18,2,1,3,24,0,0,0,0,0,0,0,40,yes,5.205889000000006,0.005454260734894926,3
8471718,Marc-Andre Cliche,18,CAN,72,202,C,49,19,4,4,8,8,1,0,0,0,0,0,0,1,yes,4.437305000000005,0.01168951059005076,3
8471807,Tom Wandell,18,EURO,73,200,C,0,5,1,2,3,4,0,0,0,0,0,0,0,211,yes,5.323446000000002,0.0048522630553807311,3
8474139,Maxime Macenauer,18,CAN,71,188,C,0,14,1,3,4,10,-2,0,0,0,0,0,0,29,yes,3.739696000000005,0.023209829171208951,3
60629,Randy Copley,19,CAN,74,216,L,22,69,34,42,76,194,-6,4,0,0,0,16,-2,0,no,-0.16068099999999935,0.54008404498305895,4
79288,Eric Laplante,19,CAN,72,185,L,0,40,19,22,41,193,-10,0,0,0,0,0,0,0,no,1.594342000000001,0.1687738846135336,4
79301,David Cameron,18,CAN,73,174,C,35,69,20,36,56,42,-14,0,0,0,0,0,0,0,no,1.029735,0.26313548316944213,4
60623,Regan Darby,18,CAN,73,201,D,0,39,1,3,4,153,-14,0,0,0,0,0,0,0,no,1.836580000000001,0.1374562722421048,4
17798,Ryan Van Buskirk,20,CAN,74,214,D,0,47,8,21,29,62,-2,7,1,2,3,16,1,0,no,0.8035640000000001,0.30926366135057043,4
6421,Shaun Sutter,18,CAN,73,181,R,0,69,11,9,20,146,-13,4,0,0,0,4,-4,0,no,0.8924270000000001,0.29060923386663134,4
20976,Jean-Philippe Morin,18,CAN,73,203,D,0,53,4,15,19,95,-7,0,0,0,0,0,0,0,no,1.0929720000000005,0.25105904464704948,4
30696,Brent Hobday,19,CAN,72,185,L,0,68,21,22,43,122,-17,4,2,0,2,4,-2,0,no,0.7501070000000004,0.32079798650728159,4
79358,Brandon Coalter,20,CAN,74,201,L,0,64,8,13,21,143,-15,7,3,3,6,6,0,0,no,0.8961250000000007,0.28984746153057439,4
60618,Paul Elliott,18,CAN,73,216,D,0,72,11,27,38,47,-44,0,0,0,0,0,0,0,no,0.5135320000000009,0.37436590796863672,4
151,David Ytfeldt,19,EURO,72,192,D,0,44,13,10,23,129,-1,0,0,0,0,0,0,0,no,2.877372000000001,0.053283548788878428,4
79362,Aaron Goldade,18,CAN,73,203,L,0,66,19,16,35,58,-4,16,0,2,2,22,-2,0,no,-0.028852999999999226,0.50721274962507645,4
15946,Garrett Prosofsky,18,CAN,71,190,C,46,71,28,42,70,76,-33,6,6,3,9,4,4,0,no,0.9120400000000007,0.28658257160427009,4
79390,Rick Bertran,18,CAN,75,181,D,0,56,0,9,9,149,-12,6,0,0,0,11,-4,0,no,1.4538520000000008,0.18940944726472245,4
12762,K.C. Timmons,18,CAN,75,229,D,0,72,11,7,18,139,-26,0,0,0,0,0,0,0,no,0.7439590000000014,0.32213902680554329,4
13250,Brad Voth,18,CAN,77,229,R,0,70,5,8,13,244,-26,0,0,0,0,0,0,0,no,0.7787020000000013,0.31459970217980593,4
41694,Trevor Ettinger,18,CAN,77,225,D,0,50,1,2,3,181,-5,3,0,0,0,7,0,0,no,1.2807700000000004,0.2174191810479956,4
31403,Andrei Troshchinsky,20,EURO,75,185,C,0,45,18,15,33,54,-8,0,0,0,0,0,0,0,no,3.1967500000000006,0.039288209387616575,4
79444,B.J. Ketcheson,18,CAN,75,201,D,0,58,3,4,7,99,-24,4,0,1,1,6,-6,0,no,1.2224060000000008,0.22751331644582135,4
466,Stefan Lundqvist,20,EURO,75,214,R,0,48,25,17,42,2,-3,1,0,0,0,0,0,0,no,2.212041000000001,0.098674402455871849,4
81552,Don Smith,19,USA,74,205,C,0,30,4,6,10,8,-4,0,0,0,0,0,0,0,no,0.9960649999999999,0.26971579239823634,4
19633,Robert Mulick,19,CAN,74,203,D,0,61,0,10,10,109,-16,0,0,0,0,0,0,0,no,1.1800000000000004,0.23505219623623524,4
8388,Radek Duda,19,EURO,73,201,R,43,46,5,3,8,28,-4,10,0,2,2,6,-3,0,no,2.2039820000000003,0.099393473690083237,4
81623,Oak Hewer,19,CAN,76,216,R,0,62,8,11,19,68,-30,0,0,0,0,0,0,0,no,0.9797070000000011,0.27294992513175992,4
43245,Jeremy Goetzinger,18,CAN,76,231,D,0,69,4,6,10,78,-2,0,0,0,0,0,0,0,no,0.5096710000000012,0.3752706539780245,4
10722,Martin Bartek,18,EURO,72,223,R,0,73,24,40,64,76,-7,0,0,0,0,0,0,0,no,0.759071,0.31884799613823445,4
82981,Justin Hansen,18,CAN,73,194,C,0,67,16,18,34,97,-4,0,0,0,0,0,0,0,no,0.8974300000000003,0.28957891935282598,4
83452,Dwight Wolfe,18,CAN,78,214,D,0,52,0,2,2,72,-12,5,0,0,0,0,-4,0,no,1.357453,0.20465456836122867,4
74668,Dan Hulak,18,CAN,75,190,D,0,70,3,14,17,32,-1,12,0,2,2,2,6,0,no,1.0159190000000011,0.26582309176399832,4
3231,Marko Ahosilta,18,EURO,69,194,L,84,55,40,31,71,78,-1,0,0,0,0,0,0,0,no,1.8946770000000006,0.13071211999528404,4
12697,Adrian Wichser,18,EURO,71,187,C,35,48,8,10,18,35,-4,7,0,1,1,6,0,0,no,2.4849910000000004,0.076917087772647372,4
83102,Alexandre Couture,18,CAN,75,223,L,0,66,15,19,34,144,-18,0,0,0,0,0,0,0,no,0.48349500000000056,0.38142717220666661,4
83049,Jason Doyle,20,CAN,73,205,R,0,46,15,22,37,70,-24,10,7,4,11,11,4,0,no,1.265031,0.22010904946037166,4
17238,Edo Terglav,18,EURO,73,207,R,49,46,17,27,44,40,-19,0,0,0,0,0,0,0,no,2.214404000000001,0.098464441728009694,4
15001,Blake Evans,18,CAN,72,205,C,0,73,19,34,53,131,-29,0,0,0,0,0,0,0,no,0.45040700000000056,0.38926400251270821,4
3319,Petja Pietilainen,18,EURO,71,203,L,0,72,17,12,29,79,-12,6,2,1,3,4,-2,0,no,1.4655970000000005,0.18761277093080359,4
19001,Ryan Held,18,CAN,73,194,C,0,59,15,16,31,35,-4,6,1,0,1,7,-6,0,no,0.6620150000000009,0.34028711511293441,4
12763,Brett Clouthier,18,CAN,76,225,L,59,64,8,14,22,227,-27,5,1,1,2,4,-6,0,no,0.5778750000000014,0.35942170257254413,4
59121,Peter Reynolds,20,CAN,74,190,D,0,60,2,27,29,85,-17,5,0,1,1,7,-2,0,no,0.93196,0.2825272422377888,4
15248,Brett Angel,18,CAN,77,220,D,52,55,5,9,14,139,-15,4,0,0,0,0,-4,0,no,1.183577000000001,0.23440965175310435,4
42368,Tim Preston,18,CAN,71,192,L,78,60,12,15,27,98,-1,11,0,1,1,11,0,0,no,0.5202760000000006,0.3727876979209897,4
64739,Morgan Mccormick,18,CAN,76,216,R,89,34,6,5,11,43,-10,5,0,0,0,13,-4,0,no,1.2793770000000002,0.21765629062079911,4
18471,Mirko Murovic,18,EURO,75,209,L,67,69,21,33,54,60,-2,4,0,1,1,2,-4,0,no,1.3251550000000007,0.20996191434186279,4
725,Sanny Lindstrom,20,EURO,73,192,D,82,57,4,3,7,95,-1,0,0,0,0,0,0,0,no,2.8110110000000006,0.05673205437977228,4
78401,Karel Mosovsky,18,EURO,74,198,L,105,68,26,25,51,58,-15,0,0,0,0,0,0,0,no,2.1072200000000003,0.10839705343597307,4
3241,Jaakko Harikkala,18,EURO,73,220,D,31,63,6,3,9,58,-7,0,0,0,0,0,0,0,no,2.01049,0.11810593136709942,4
308,Jari Tolsa,18,EURO,73,198,L,69,44,17,23,40,63,-4,0,0,0,0,0,0,0,no,2.4187950000000003,0.081750666215719095,4
19448,Jeff Bateman,18,CAN,73,190,L,107,68,23,35,58,27,-49,0,0,0,0,0,0,0,no,1.0246330000000003,0.2641259312742279,4
15320,Garett Bembridge,20,CAN,72,163,R,0,79,39,40,79,40,-35,0,0,0,0,0,0,0,no,0.9792610000000007,0.2730384420194184,4
78427,Jonathan Fauteux,19,CAN,74,231,D,50,59,15,33,48,139,-24,6,1,2,3,8,-5,0,no,0.22179400000000055,0.44477769192583866,4
11048,Marc-Andre Thinel,18,CAN,72,187,R,32,67,45,58,103,16,-1,6,5,3,8,4,4,0,no,0.3282040000000011,0.418677681684406,4
15887,Andrew Ianiero,18,CAN,72,201,L,73,68,21,26,47,81,-20,5,5,3,8,8,3,0,no,0.7099830000000005,0.32960259658057328,4
78435,Sean Dixon,18,CAN,74,185,D,37,55,2,12,14,57,-6,0,0,0,0,0,0,0,no,1.5403680000000004,0.17648178477657786,4
12916,Brad Woods,18,CAN,76,201,D,0,58,1,5,6,42,-43,0,0,0,0,0,0,0,no,1.775262000000001,0.14488916763785742,4
26094,Seneque Hyacinthe,18,CAN,72,207,R,147,63,24,33,57,106,-7,4,0,2,2,2,-1,0,no,0.3788670000000006,0.40640019192711624,4
12834,Justin Cox,18,CAN,72,185,C,0,72,9,13,22,51,-10,7,1,0,1,13,-4,0,no,0.5049790000000002,0.37637130072381608,4
9605,Ivan Rachunek,18,EURO,69,176,L,87,51,39,25,64,12,-1,0,0,0,0,0,0,0,no,2.392753000000001,0.083726988422086798,4
17859,Blair Stayzer,19,CAN,75,225,D,137,62,12,19,31,140,-18,5,2,0,2,14,-9,0,no,0.46521200000000157,0.38575012324985647,4
78938,Travis Eagles,18,CAN,76,194,R,0,48,1,9,10,66,-2,5,0,0,0,8,-3,0,no,1.1357910000000007,0.2430939763631387,4
12802,Christian Chartier,19,CAN,71,205,D,84,62,2,14,16,71,-22,0,0,0,0,0,0,0,no,0.9239870000000008,0.28414621255664174,4
3250,Markus Kankaanpera,19,EURO,72,218,D,71,74,1,2,3,105,-3,3,0,0,0,0,0,0,no,1.6938760000000008,0.15526678823982723,4
12847,Darcy Robinson,18,CAN,76,238,D,74,48,3,6,9,86,-9,0,0,0,0,0,0,0,no,1.095425,0.25059809269246014,4
2617,Mikko Kuparinen,22,EURO,75,220,D,0,55,0,5,5,89,-1,0,0,0,0,0,0,0,no,2.3283550000000006,0.088801679973348369,4
43140,Brett Henning,19,USA,73,203,C,158,38,4,6,10,30,-4,0,0,0,0,0,0,0,no,1.011215,0.26674214063454382,4
3456,Tamas Groschl,19,EURO,75,209,L,0,34,11,10,21,39,-3,0,0,0,0,0,0,0,no,2.7186300000000014,0.061882951771647147,4
18070,Yevgeni Kurilin,20,EURO,71,172,C,0,48,12,14,26,20,-5,0,0,0,0,0,0,0,no,2.901092000000001,0.05209960801313393,4
18537,Alexei Litvinenko,19,EURO,77,223,D,0,41,3,5,8,85,-6,0,0,0,0,0,0,0,no,2.817448,0.056388569055669191,4
15958,Jamie Chamberlain,18,CAN,73,190,R,64,68,15,24,39,26,-1,4,0,1,1,4,-1,0,no,0.45736200000000043,0.38761181705168829,4
47837,Ken Davis,18,CAN,76,214,R,96,72,13,14,27,76,-18,4,0,1,1,11,-5,0,no,0.3884150000000011,0.40409891534307546,4
39313,Gerard Dicaire,20,CAN,72,185,D,0,66,6,46,52,34,-2,22,1,14,15,24,7,0,no,0.27869000000000044,0.43077496923010289,4
61675,Ben Knopp,18,CAN,72,179,R,42,72,30,30,60,101,-4,4,2,2,4,4,-3,0,no,0.5714590000000003,0.36090023641923175,4
15949,Tyler Hanchuck,18,CAN,75,234,D,83,58,0,8,8,81,-3,6,0,0,0,8,0,0,no,0.5121940000000003,0.37467934171783535,4
15249,Sean O'Connor,19,CAN,75,223,R,84,51,5,8,13,166,-2,2,0,0,0,2,-1,0,no,0.9078990000000002,0.28742995916012481,4
3194,Arto Tukio,19,EURO,72,190,D,72,81,12,11,23,66,-10,3,0,0,0,0,-3,0,no,1.905568000000001,0.12947958354007558,4
9453,Brett Nowak,19,USA,75,196,C,22,33,6,12,18,22,-2,0,0,0,0,0,0,0,no,1.1239490000000003,0.24527951951106369,4
21700,Scotty Balan,18,CAN,75,205,D,45,67,3,11,14,157,-4,7,0,1,1,17,-2,0,no,0.6949340000000015,0.33293638066605796,4
12724,Blake Robson,18,CAN,72,203,L,93,70,20,27,47,96,-26,0,0,0,0,0,0,0,no,0.5628450000000008,0.36288943750781977,4
8096,Lou Dickenson,18,CAN,74,194,L,32,66,21,25,46,46,-69,0,0,0,0,0,0,0,no,1.3817259999999998,0.20073193963559463,4
17937,Chris Eade,18,CAN,74,201,D,49,58,5,25,30,64,-18,3,0,0,0,4,3,0,no,1.0956880000000002,0.25054870487711495,4
15899,Phil Cole,18,CAN,76,196,D,69,51,1,6,7,112,-3,0,0,0,0,0,0,0,no,1.7995000000000005,0.14191194047062333,4
60793,Aaron Van Leusen,19,CAN,72,194,R,91,57,17,20,37,24,-5,6,2,1,3,6,1,0,no,0.8423210000000007,0.30104617986011972,4
12210,Peter Podhradsky,21,EURO,74,203,D,0,49,4,12,16,77,-4,8,1,0,1,2,0,0,no,2.47801,0.077414210957375246,4
15112,Paul Flache,20,CAN,75,225,D,0,68,9,35,44,148,-15,0,0,0,0,0,0,0,no,0.3071000000000016,0.42382275333999808,4
102,Par Backer,18,EURO,73,179,C,0,46,12,10,22,24,-14,0,0,0,0,0,0,0,no,3.1308810000000005,0.041851264927066985,4
60997,Jason Maleyko,20,CAN,73,181,D,0,63,5,27,32,108,-1,6,0,4,4,8,-1,0,no,0.8912450000000002,0.29085296997225474,4
10870,Zbynek Irgl,20,EURO,72,194,R,68,55,9,6,15,18,-15,0,0,0,0,0,0,0,no,2.497188000000001,0.076055546939031507,4
12761,Brian Passmore,20,CAN,71,181,C,0,58,22,36,58,98,-1,5,0,5,5,10,-3,0,no,0.6929680000000007,0.33337315242457122,4
61176,Craig Olynick,18,CAN,73,198,D,88,65,1,9,10,120,-6,7,1,0,1,17,-2,0,no,0.7748150000000004,0.31543844666362036,4
18350,Lubos Velebny,18,EURO,74,214,D,43,63,7,9,16,35,-10,0,0,0,0,0,0,0,no,2.1410190000000004,0.10517345080797771,4
10689,Nathan Barrett,19,CAN,72,190,C,85,72,44,38,82,38,-5,0,0,0,0,0,0,0,no,0.7093580000000009,0.32974071423845103,4
61187,Eric Bowen,19,USA,75,212,R,0,69,2,5,7,184,-26,0,0,0,0,0,0,0,no,0.17428400000000116,0.45653895480193352,4
15119,Steven Crampton,18,CAN,75,201,L,65,69,22,20,42,91,-21,4,0,3,3,9,-5,0,no,0.6471030000000014,0.34364266628072687,4
18518,Flavien Conne,20,EURO,70,179,R,0,58,24,25,49,99,-1,4,0,1,1,0,0,0,no,2.075664,0.11148475009518052,4
15330,Warren Mccutcheon,18,CAN,76,201,C,210,62,2,4,6,39,-20,0,0,0,0,0,0,0,no,1.749354000000001,0.14812869603783546,4
15658,Peter Flache,18,CAN,77,227,C,0,56,3,6,9,40,-9,0,0,0,0,0,0,0,no,1.0020970000000011,0.2685293259695184,4
18319,Dmitri Altaryov,20,EURO,76,207,C,0,44,10,7,17,40,-13,0,0,0,0,0,0,0,no,2.9994330000000007,0.047451494917730451,4
12255,Martin Richter,23,EURO,72,198,D,0,58,1,12,13,84,-9,0,0,0,0,0,0,0,no,2.384801,0.084339063121468855,4
61190,Troy Ferguson,20,USA,69,161,C,0,42,5,7,12,10,-3,0,0,0,0,0,0,0,no,1.1037890000000004,0.2490306233358672,4
61192,James Demone,18,CAN,78,231,D,189,56,2,8,10,181,-23,0,0,0,0,0,0,0,no,1.6095330000000003,0.16665346047888302,4
12643,Martin Hohener,20,EURO,73,192,D,0,51,4,3,7,24,-1,7,1,1,2,2,0,0,no,2.6485830000000004,0.06607639925072345,4
3304,Lauri Kinos,20,EURO,74,207,D,0,69,12,17,29,80,-4,5,1,1,2,6,-2,0,no,1.7939500000000006,0.1425891243860645,4
304,Jens Karlsson,19,EURO,75,216,R,26,45,12,10,23,113,-4,7,1,5,6,81,3,0,no,1.7254260000000008,0.151173580010731,4
9644,Igor Pohanka,18,EURO,75,212,C,36,76,18,36,54,28,-28,0,0,0,0,0,0,0,no,1.652810000000001,0.16072953161464387,4
14450,Kiel Mcleod,19,CAN,78,234,C,24,65,38,28,66,94,-1,4,4,1,5,8,3,0,no,0.7345820000000004,0.32419004552258063,4
15111,Chris Heid,18,CAN,73,205,D,47,51,2,15,17,76,-1,12,0,4,4,12,-1,0,no,0.7607090000000014,0.3184923544336889,4
3595,Oliver Setzinger,18,EURO,72,196,L,28,64,19,18,37,104,-1,0,0,0,0,0,0,0,no,1.9202580000000002,0.12783279873083259,4
28068,Darren Mclachlan,18,CAN,74,216,L,32,42,10,9,19,161,-8,9,1,3,4,18,3,0,no,1.1057060000000005,0.24867228929200497,4
9391,Neil Komadoski,19,USA,74,203,D,83,30,2,5,7,106,-8,0,0,0,0,0,0,0,no,1.357542,0.20464008211625509,4
58,Per Mars,19,EURO,75,216,C,0,29,6,6,12,60,-2,5,1,1,2,4,0,0,no,2.8876440000000003,0.052767755129467409,4
19384,Nicolas Corbeil,18,CAN,71,174,C,87,68,33,51,84,159,-11,3,1,3,4,4,-4,0,no,0.697956,0.33226556463323509,4
10333,Anthony Aquino,19,EURO,70,203,R,77,38,17,25,42,22,-7,0,0,0,0,0,0,0,no,2.1744280000000007,0.10207048225824111,4
11498,Brian Sipotz,20,USA,78,212,D,75,32,0,1,1,48,-2,0,0,0,0,0,0,0,no,1.4436250000000004,0.19098462413442741,4
58592,Brent Maclellan,18,CAN,75,227,D,58,62,7,19,26,155,-34,11,0,0,0,41,0,0,no,0.33779600000000143,0.41634495415946016,4
2489,Aaron Lobb,18,CAN,76,209,R,53,67,23,25,48,93,-18,5,0,2,2,12,-6,0,no,0.3902000000000011,0.40366915570211531,4
53959,Jeff Lucky,18,CAN,72,203,C,44,53,20,21,41,26,-2,0,0,0,0,0,0,0,no,0.9230300000000006,0.28434091339685974,4
13483,Shawn Collymore,18,CAN,72,201,R,39,71,24,43,67,32,-9,4,0,3,3,0,0,0,no,-0.05223599999999928,0.513056031411387,4
13649,Frantisek Skladany,19,EURO,72,183,R,103,35,4,5,9,4,-1,0,0,0,0,0,0,0,no,3.0702830000000008,0.044349831674853485,4
54842,Jiri Jakes,19,EURO,76,220,R,43,64,22,16,38,73,-12,6,1,1,2,4,3,0,no,2.025373000000001,0.11656455315000125,4
2699,Mikko Viitanen,19,EURO,75,220,D,105,50,6,13,19,107,-4,3,0,0,0,0,2,0,no,2.5241700000000002,0.074181047970660191,4
18716,Artyom Ternavsky,18,EURO,75,218,D,45,71,3,16,19,147,-15,0,0,0,0,0,0,0,no,1.9658650000000009,0.12283372048045867,4
18670,Pierre-Luc Emond,19,CAN,72,220,C,48,62,10,36,46,100,-8,6,2,0,2,10,0,0,no,-0.0038919999999992017,0.50097299877177859,4
11761,Eric Himelfarb,18,CAN,69,170,C,84,49,31,44,75,48,-1,4,1,7,8,4,-5,0,no,0.9695920000000006,0.27496183273353558,4
58785,Jaroslav Sklenar,19,EURO,73,172,R,65,46,14,15,29,26,-10,0,0,0,0,0,0,0,no,3.0572310000000003,0.044906315189036261,4
31511,Scott Horvath,19,USA,74,225,R,64,31,6,4,10,18,-4,0,0,0,0,0,0,0,no,0.5196110000000003,0.37294319939517284,4
9606,Petr Puncochar,18,EURO,72,207,D,45,46,9,8,17,18,-6,0,0,0,0,0,0,0,no,2.5038760000000004,0.075586904325645105,4
57300,Zbynek Novak,18,EURO,75,254,L,72,51,10,10,20,30,-4,3,1,0,1,2,1,0,no,1.4591450000000006,0.18859813006771112,4
13655,Jan Holub,18,EURO,75,216,D,38,38,0,3,3,42,-9,0,0,0,0,0,0,0,no,2.877401000000001,0.05328208591987537,4
17852,Matt Suderman,18,CAN,75,236,D,0,70,1,8,9,116,-17,0,0,0,0,0,0,0,no,0.428025000000001,0.39459804181326191,4
3182,Toni Koivisto,19,EURO,72,198,L,64,85,14,18,32,16,-4,3,0,0,0,0,-1,0,no,1.2162570000000008,0.22859581973539719,4
15838,Petr Preucil,18,EURO,74,187,L,0,70,12,35,47,121,-30,4,1,0,1,11,0,0,no,1.868091,0.13376276430366424,4
26590,Thierry Douville,18,CAN,77,231,D,0,65,0,4,4,408,-1,11,0,0,0,16,-3,0,no,0.5860950000000006,0.35753134338630649,4
14409,Dan Baum,18,CAN,72,170,C,134,59,9,14,23,169,-15,6,1,2,3,27,-2,0,no,1.5072030000000007,0.18135367838089034,4
13528,Oleg Minakov,18,EURO,74,198,R,0,25,0,3,3,6,-6,0,0,0,0,0,0,0,no,3.088014,0.043604382163343496,4
48428,Mike Bray,19,CAN,75,207,R,155,41,10,10,20,317,-2,4,1,1,2,35,0,0,no,1.4809140000000005,0.18528940468485797,4
17967,Kyle Bruce,18,CAN,72,192,R,78,68,8,8,16,193,-26,0,0,0,0,0,0,0,no,1.18863,0.23350404871640806,4
17972,Ryan Bowness,18,CAN,74,201,R,0,52,5,10,15,51,-1,9,0,2,2,0,0,0,no,0.8586390000000004,0.29762377596840472,4
13243,Jake Riddle,18,USA,73,212,L,97,67,13,20,33,109,-3,6,0,2,2,2,-1,0,no,-0.4979159999999989,0.62196945862486985,4
321,Gustav Grasberg,18,EURO,72,203,C,43,56,13,12,25,86,-2,12,5,4,9,26,0,0,no,2.005673000000001,0.11860857894276192,4
3216,Ville Hamalainen,20,EURO,71,176,C,51,70,13,16,29,18,-3,0,0,0,0,0,0,0,no,2.2871360000000007,0.092193970444440373,4
59120,Dale Sullivan,18,CAN,71,170,R,133,72,8,14,22,31,-17,5,2,1,3,0,-1,0,no,1.061917000000001,0.25694328397529648,4
7960,Juris Stals,19,EURO,75,201,C,0,51,23,27,50,28,-5,3,1,0,1,0,0,0,no,2.4219360000000014,0.081515188759901894,4
882,Simon Skoog,18,EURO,75,231,D,107,49,2,3,5,50,-3,0,0,0,0,0,0,0,no,2.3685770000000006,0.085600456278378048,4
58284,Anton Kadeykin,18,EURO,75,205,D,0,41,2,2,4,62,-8,0,0,0,0,0,0,0,no,3.010115000000001,0.046970997466946565,4
9461,Adam Henrich,18,CAN,76,238,L,23,74,33,33,66,135,-4,0,0,0,0,0,0,0,no,-0.16439300000000012,0.54100594256931411,4
12230,Andrei Mikhnov,19,EURO,79,214,C,77,67,14,18,32,43,-14,0,0,0,0,0,0,0,no,2.4886640000000018,0.076656706573698413,4
15766,Michael Tessier,18,CAN,74,183,L,72,66,22,48,70,83,-3,14,5,7,12,12,-1,0,no,0.41554700000000033,0.39758280341196334,4
15343,Patrick Wellar,19,CAN,75,209,D,61,61,3,10,13,125,-4,7,0,2,2,4,-2,0,no,0.9511780000000011,0.27864797838010819,4
11489,Dominic D'Amour,18,CAN,75,220,D,56,68,5,5,10,225,-8,12,0,3,3,32,1,0,no,0.550503000000001,0.36574771702034842,4
43127,Jesse Lane,19,USA,74,205,D,48,51,16,25,41,91,-11,11,1,9,10,18,0,0,no,0.27924499999999997,0.43063888408018414,4
15303,Eric Lundberg,19,USA,75,201,D,68,36,0,9,9,26,-2,0,0,0,0,0,0,0,no,1.0652640000000009,0.25630478326903133,4
9459,Michael Lambert,18,CAN,74,194,L,37,79,31,26,57,113,-10,7,1,6,7,15,1,0,no,0.4718789999999998,0.3841716060394848,4
3195,Joonas Vihko,21,EURO,69,185,R,0,48,13,11,24,89,-2,2,0,2,2,4,1,0,no,2.3703130000000003,0.085464672035806891,4
39661,Jevon Desautels,18,CAN,75,214,L,97,60,6,11,17,162,-5,11,1,0,1,20,1,0,no,0.5850040000000007,0.35778198794589106,4
358,Robin Jonsson,19,EURO,74,220,D,60,53,4,4,8,26,-9,0,0,0,0,0,0,0,no,2.375824,0.085034912605353119,4
41870,Robin Kovar,18,EURO,73,196,C,75,35,5,10,15,18,-13,0,0,0,0,0,0,0,no,3.1113130000000004,0.042643009340150008,4
14562,Patrick Jarrett,18,CAN,71,181,C,100,47,6,24,30,24,-17,0,0,0,0,0,0,0,no,1.4870820000000007,0.18436010725907062,4
17909,Jiri Cetkovsky,19,EURO,78,243,L,37,28,9,6,15,40,-3,2,0,0,0,4,-4,0,no,2.353695,0.086772521942066,4
18722,Emanuel Peter,18,EURO,73,209,C,27,50,2,9,11,18,-2,6,1,0,1,4,0,0,no,2.145683,0.10473532005768546,4
547,Marcus Paulsson,18,EURO,74,198,L,0,45,2,4,6,47,-8,0,0,0,0,0,0,0,no,2.6416840000000006,0.066503415308730482,4
13392,Greg Hogeboom,20,CAN,72,179,R,0,36,14,9,23,22,-12,0,0,0,0,0,0,0,no,1.8758240000000006,0.13286927428960535,4
12237,Krisjanis Redlihs,21,EURO,74,176,D,0,77,2,13,15,26,-1,3,2,2,4,0,0,0,no,2.35678,0.086528368570574596,4
14458,Justin Maiser,19,USA,72,190,L,40,36,8,14,22,65,-2,0,0,0,0,0,0,0,no,0.7195130000000004,0.32750023266569123,4
11501,Brad Schell,18,CAN,72,190,C,29,70,20,36,56,16,-4,11,0,8,8,6,6,0,no,0.5677580000000004,0.36175431542885367,4
