rank,age,nationality,name,pos,GP,G,A,P,PIM,plusMinus,PPG,SHG,GWG,GGP,AGP,PGP
297,28,CA,Darcy Zajac,F,71,8,15,23,83,-4,1,1,,0.113,0.211,0.324
298,26,US,Rob Bordson,F,61,8,15,23,33,7,2,0,,0.131,0.246,0.377
299,23,CA,Jesse Blacker,D,55,6,17,23,33,-15,3,0,,0.109,0.309,0.418
300,31,CA,Steve Eminger,D,62,4,19,23,60,2,3,0,,0.065,0.306,0.371
301,30,CA,Ian White,D,42,4,19,23,17,-1,2,0,,0.095,0.452,0.548
302,28,CA,Michael Blunden,F,33,13,9,22,28,0,2,1,,0.394,0.273,0.667
303,33,CA,Jason Jaffray,F,36,12,10,22,20,-2,3,0,,0.333,0.278,0.611
304,22,CA,Christian Thomas,F,52,11,11,22,18,-10,2,0,,0.212,0.212,0.423
305,20,CA,Troy Bourke,F,61,9,13,22,22,1,2,1,,0.148,0.213,0.361
306,24,CA,Philippe Cornet,F,55,9,13,22,17,5,4,0,,0.164,0.236,0.4
307,24,US,Matt Lindblad,F,47,9,13,22,6,5,1,1,,0.191,0.277,0.468
308,23,CA,Jordan Szwarz,F,45,9,13,22,65,3,2,1,,0.2,0.289,0.489
309,20,CA,Griffin Reinhart,D,59,7,15,22,64,-13,2,0,,0.119,0.254,0.373
310,23,CA,Carter Ashton,F,41,7,15,22,69,-8,1,0,,0.171,0.366,0.537
311,21,CA,Dylan Demelo,D,65,5,17,22,32,-7,3,0,,0.077,0.262,0.338
312,20,US,Dylan Blujus,D,67,4,18,22,18,0,3,0,,0.06,0.269,0.328
313,30,US,Davis Drewiske,D,62,4,18,22,28,15,0,0,,0.065,0.29,0.355
314,25,US,Tommy Cross,D,54,4,18,22,85,5,2,0,,0.074,0.333,0.407
315,31,US,Jaime Sifers,D,76,3,19,22,82,1,0,0,,0.039,0.25,0.289
316,21,CA,Brett Ritchie,F,33,14,7,21,40,19,3,0,,0.424,0.212,0.636
317,22,US,Emerson Etem,F,22,13,8,21,2,-1,6,1,,0.591,0.364,0.955
318,27,CA,Will Acton,F,51,12,9,21,28,-4,0,2,,0.235,0.176,0.412
319,24,CA,Patrice Cormier,F,47,12,9,21,74,-13,4,2,,0.255,0.191,0.447
320,22,SE,John Persson,F,54,11,10,21,28,-11,3,0,,0.204,0.185,0.389
321,22,CA,Jean-Gabriel Pageau,F,27,11,10,21,27,9,1,3,,0.407,0.37,0.778
322,22,CA,Matt Carey,F,67,10,11,21,43,-4,4,0,,0.149,0.164,0.313
323,22,CA,Michael Chaput,F,45,10,11,21,22,2,4,0,,0.222,0.244,0.467
324,28,CA,Blair Jones,F,33,9,12,21,46,3,2,0,,0.273,0.364,0.636
325,21,CA,Brady Brassart,F,72,8,13,21,22,-11,0,1,,0.111,0.181,0.292
326,20,CA,William Carrier,F,63,7,14,21,38,1,0,0,,0.111,0.222,0.333
327,22,SE,Viktor Lööv,D,74,6,15,21,44,15,0,0,,0.081,0.203,0.284
328,20,CA,Jake Dotchin,D,55,6,15,21,114,-8,4,0,,0.109,0.273,0.382
329,23,CA,Curtis McKenzie,F,31,6,15,21,46,0,3,0,,0.194,0.484,0.677
330,33,CA,Stephane Veilleux,F,60,5,16,21,81,-13,0,0,,0.083,0.267,0.35
331,22,US,Stephen Johns,D,51,4,17,21,44,30,0,1,,0.078,0.333,0.412
332,24,CA,Antoine Laganiere,F,73,13,7,20,42,-6,2,0,,0.178,0.096,0.274
333,23,CA,Tyler Randell,F,74,11,9,20,120,4,0,2,,0.149,0.122,0.27
334,22,US,Brian Ferlin,F,53,11,9,20,40,-9,3,0,,0.208,0.17,0.377
335,18,CH,Kevin Fiala,F,33,11,9,20,18,-5,2,0,,0.333,0.273,0.606
336,22,US,Max McCormick,F,62,10,10,20,133,2,0,1,,0.161,0.161,0.323
337,20,CA,Jean-Sebastien Dea,F,43,10,10,20,16,1,7,0,,0.233,0.233,0.465
338,29,CA,Adam Cracknell,F,40,10,10,20,10,-4,3,0,,0.25,0.25,0.5
339,25,US,Vincent LoVerde,D,63,9,11,20,63,11,4,0,,0.143,0.175,0.317
340,21,CA,Tyler Gaudet,F,71,8,12,20,22,-5,0,2,,0.113,0.169,0.282
341,23,CA,Ethan Werek,F,53,8,12,20,30,-4,4,0,,0.151,0.226,0.377
342,33,CA,Dany Heatley,F,43,8,12,20,16,-5,4,0,,0.186,0.279,0.465
343,27,CA,Karl Stollery,D,60,7,13,20,63,-11,1,0,,0.117,0.217,0.333
344,27,US,Ben Holmstrom,F,62,5,15,20,92,-16,1,1,,0.081,0.242,0.323
345,19,SE,Robert Hägg,D,69,3,17,20,42,-12,2,1,,0.043,0.246,0.29
346,28,CA,Frederic St-Denis,D,59,3,17,20,32,8,2,0,,0.051,0.288,0.339
347,22,RU,Alexei Marchenko,D,51,3,17,20,26,22,2,0,,0.059,0.333,0.392
348,22,CA,Alex Petrovic,D,41,3,17,20,59,-2,1,0,,0.073,0.415,0.488
349,28,CA,Kyle Cumiskey,D,54,2,18,20,10,6,1,0,,0.037,0.333,0.37
350,20,SK,Marko Dano,F,39,11,8,19,34,-4,1,0,,0.282,0.205,0.487
351,31,US,Adam Burish,F,54,10,9,19,32,-8,2,0,,0.185,0.167,0.352
352,22,CA,John McFarland,F,46,10,9,19,8,4,2,0,,0.217,0.196,0.413
353,24,CA,Jordan Caron,F,23,9,10,19,10,3,3,0,,0.391,0.435,0.826
354,21,CA,Joshua Winquist,F,46,8,11,19,17,7,2,0,,0.174,0.239,0.413
355,26,US,Steven Kampfer,D,42,8,11,19,49,-5,4,1,,0.19,0.262,0.452
356,27,CA,Nicholas Drazenovic,F,25,8,11,19,18,6,3,0,,0.32,0.44,0.76
357,21,US,Vincent Trocheck,F,23,8,11,19,19,1,2,1,,0.348,0.478,0.826
358,21,CZ,Matej Stransky,F,70,7,12,19,60,1,0,0,,0.1,0.171,0.271
359,28,CA,Dane Byers,F,43,7,12,19,91,0,2,1,,0.163,0.279,0.442
360,24,US,Sena Acolatse,D,38,6,13,19,68,0,4,0,,0.158,0.342,0.5
361,25,CA,Mathieu Tousignant,F,70,5,14,19,136,-9,1,1,,0.071,0.2,0.271
362,22,SE,Fredrik Claesson,D,76,4,15,19,42,-6,0,0,,0.053,0.197,0.25
363,27,US,Taylor Chorney,D,62,4,15,19,42,26,3,0,,0.065,0.242,0.306
364,32,CA,Joey Mormina,D,54,4,15,19,70,1,1,1,,0.074,0.278,0.352
365,26,CA,Alex Biega,D,62,3,16,19,24,-3,0,1,,0.048,0.258,0.306
366,22,DE,Konrad Abeltshauser,D,50,3,16,19,19,2,2,0,,0.06,0.32,0.38
367,20,CA,Jesse Graham,D,39,3,16,19,20,-5,1,0,,0.077,0.41,0.487
368,23,CA,Darian Dziurzynski,F,68,15,3,18,51,-1,0,0,,0.221,0.044,0.265
369,23,CA,Mike Halmo,F,33,10,8,18,83,-2,3,0,,0.303,0.242,0.545
370,25,US,Mike Hoeffel,F,62,9,9,18,39,7,1,0,,0.145,0.145,0.29
371,22,CA,Alex Guptill,F,61,9,9,18,74,-3,1,0,,0.148,0.148,0.295
372,24,US,Joe Pendenza,F,48,9,9,18,6,-2,3,0,,0.188,0.188,0.375
373,29,CA,Blair Riley,F,70,8,10,18,116,-10,0,0,,0.114,0.143,0.257
374,22,SE,Johan Sundström,F,72,7,11,18,81,0,1,0,,0.097,0.153,0.25
375,24,US,Cory Kane,F,55,7,11,18,17,11,1,0,,0.127,0.2,0.327
376,28,CA,Julien Brouillette,D,49,7,11,18,16,-4,2,0,,0.143,0.224,0.367
377,26,CA,Evan Oberg,D,48,7,11,18,47,-7,1,0,,0.146,0.229,0.375
378,21,FI,Miikka Salomäki,F,38,7,11,18,30,15,2,0,,0.184,0.289,0.474
379,21,CA,Austen Brassard,F,75,6,12,18,60,-12,2,0,,0.08,0.16,0.24
380,21,FI,Petteri Lindbohm,D,53,6,12,18,62,2,2,0,,0.113,0.226,0.34
381,24,CA,Adam Comrie,D,40,5,13,18,50,-21,2,0,,0.125,0.325,0.45
382,29,CA,Danny Syvret,D,58,4,14,18,24,-21,0,0,,0.069,0.241,0.31
383,20,SE,Sebastian Collberg,F,43,4,14,18,13,-6,0,0,,0.093,0.326,0.419
384,26,US,Cameron Schilling,D,63,3,15,18,63,14,0,0,,0.048,0.238,0.286
385,22,CA,Quinton Howden,F,33,3,15,18,16,14,0,1,,0.091,0.455,0.545
386,22,US,Adam Clendening,D,49,2,16,18,48,1,0,0,,0.041,0.327,0.367
387,21,CA,Ryan Culkin,D,37,1,17,18,18,7,1,0,,0.027,0.459,0.486
388,22,CA,Dalton Smith,F,62,11,6,17,79,-13,2,0,,0.177,0.097,0.274
389,28,SE,Viktor Stålberg,F,20,11,6,17,14,0,3,1,,0.55,0.3,0.85
390,29,CA,Colin Fraser,F,59,9,8,17,67,4,0,2,,0.153,0.136,0.288
391,21,FI,Markus Granlund,F,21,9,8,17,14,-2,3,1,,0.429,0.381,0.81
392,20,CA,Josh Anderson,F,52,7,10,17,76,1,1,1,,0.135,0.192,0.327
393,22,CA,Dylan McIlrath,D,73,6,11,17,165,5,0,0,,0.082,0.151,0.233
394,23,US,Kevin Goumas,F,63,6,11,17,23,-1,0,0,,0.095,0.175,0.27
395,27,CA,Rich Clune,F,62,6,11,17,181,0,0,2,,0.097,0.177,0.274
396,23,CA,Darren Kramer,F,70,5,12,17,284,-5,0,0,,0.071,0.171,0.243
397,24,IT,Thomas Larkin,D,62,5,12,17,89,5,2,0,,0.081,0.194,0.274
398,21,CA,Darren Dietz,D,71,4,13,17,64,-3,0,0,,0.056,0.183,0.239
399,21,CA,Dillon Simpson,D,71,3,14,17,14,4,0,0,,0.042,0.197,0.239
400,23,CA,Dennis Robertson,D,57,3,14,17,70,1,0,0,,0.053,0.246,0.298
401,22,CA,Mark Pysyk,D,54,3,14,17,32,-2,0,0,,0.056,0.259,0.315
402,21,RU,Andrei Pedan,D,48,3,14,17,121,9,0,0,,0.063,0.292,0.354
403,23,CA,Joel Hanley,D,63,2,15,17,34,7,1,0,,0.032,0.238,0.27
404,25,US,Matt Mangene,F,36,2,15,17,16,-2,1,0,,0.056,0.417,0.472
405,30,US,Joe Piskula,D,67,1,16,17,30,20,0,0,,0.015,0.239,0.254
406,21,CA,Ryan Murphy,D,25,0,17,17,10,-7,0,0,,0,0.68,0.68
407,25,US,Scooter Vaughan,D,71,9,7,16,102,-13,3,0,,0.127,0.099,0.225
408,28,CA,Pierre-Cedric Labrie,F,60,9,7,16,113,3,1,1,,0.15,0.117,0.267
409,22,SE,Joakim Nordström,F,23,9,7,16,19,-1,5,0,,0.391,0.304,0.696
410,25,CA,Chris Langkow,F,69,8,8,16,26,-10,0,2,,0.116,0.116,0.232
411,21,CA,Ben Thomson,F,67,8,8,16,97,-2,0,0,,0.119,0.119,0.239
412,26,US,Trent Vogelhuber,F,64,8,8,16,55,2,0,1,,0.125,0.125,0.25
413,21,CA,Kurtis Gabriel,F,67,7,9,16,125,-17,1,0,,0.104,0.134,0.239
414,21,CA,Frank Corrado,D,35,7,9,16,31,12,2,0,,0.2,0.257,0.457
415,21,US,Stefan Noesen,F,27,7,9,16,27,-5,2,0,,0.259,0.333,0.593
416,21,CZ,Lukas Sedlak,F,51,6,10,16,30,10,0,1,,0.118,0.196,0.314
417,23,CA,Louis-Marc Aubry,F,67,5,11,16,52,9,0,0,,0.075,0.164,0.239
418,23,DK,Markus Lauridsen,D,62,5,11,16,22,-3,1,0,,0.081,0.177,0.258
419,22,CA,Brett Bulmer,F,53,4,12,16,50,-10,0,0,,0.075,0.226,0.302
420,22,CA,Jamie Oleksiak,D,35,4,12,16,12,26,1,0,,0.114,0.343,0.457
421,28,CA,Jeff Schultz,D,52,3,13,16,30,17,1,0,,0.058,0.25,0.308
422,26,CA,Keaton Ellerby,D,41,3,13,16,32,-10,0,2,,0.073,0.317,0.39
423,21,CA,Xavier Ouellet,D,52,1,15,16,24,0,0,0,,0.019,0.288,0.308
424,25,CA,Brodie Reid,F,43,9,6,15,8,-10,2,0,,0.209,0.14,0.349
425,29,CA,Troy Bodie,F,58,8,7,15,77,0,0,1,,0.138,0.121,0.259
426,23,CA,Bryce Van Brabant,F,52,8,7,15,54,-8,1,0,,0.154,0.135,0.288
427,22,CA,Charles Sarault,F,51,8,7,15,24,-5,2,0,,0.157,0.137,0.294
428,23,CA,Philippe Paradis,F,34,8,7,15,49,10,0,1,,0.235,0.206,0.441
429,28,US,Evan Rankin,F,32,8,7,15,8,4,1,0,,0.25,0.219,0.469
430,22,CA,Andrew Crescenzi,F,54,7,8,15,60,-8,2,1,,0.13,0.148,0.278
431,22,CA,Michael Ferland,F,32,7,8,15,30,2,1,0,,0.219,0.25,0.469
432,22,US,Trevor Cheek,F,66,6,9,15,63,-8,0,0,,0.091,0.136,0.227
433,22,US,Kevin Gravel,D,58,6,9,15,23,15,2,0,,0.103,0.155,0.259
434,20,CA,Branden Troock,F,49,6,9,15,27,4,0,0,,0.122,0.184,0.306
435,21,US,J.T. Miller,F,18,6,9,15,12,-3,1,0,,0.333,0.5,0.833
436,29,US,Jacob Dowell,F,76,5,10,15,75,-6,0,1,,0.066,0.132,0.197
437,23,US,Gus Young,D,64,5,10,15,37,14,1,0,,0.078,0.156,0.234
438,24,CA,Kellen Jones,F,49,5,10,15,10,-2,0,0,,0.102,0.204,0.306
439,24,CA,Rylan Schwartz,F,43,5,10,15,11,7,0,0,,0.116,0.233,0.349
440,24,CA,Wacey Hamilton,F,41,5,10,15,27,7,0,0,,0.122,0.244,0.366
441,24,CA,Craig Cunningham,F,21,5,10,15,8,-5,1,0,,0.238,0.476,0.714
442,24,CA,Mathieu Brodeur,D,69,4,11,15,33,5,0,0,,0.058,0.159,0.217
443,28,US,Steve Oleksy,D,68,4,11,15,147,13,0,0,,0.059,0.162,0.221
444,22,US,Derek Forbort,D,67,4,11,15,52,23,1,0,,0.06,0.164,0.224
445,24,US,David Warsofsky,D,40,4,11,15,20,1,2,0,,0.1,0.275,0.375
446,21,CZ,Dmitri Jaskin,F,18,4,11,15,31,6,3,0,,0.222,0.611,0.833
447,23,US,John Ramage,D,57,3,12,15,81,-3,1,0,,0.053,0.211,0.263
448,24,US,Greg Pateryn,D,53,3,12,15,56,-1,1,0,,0.057,0.226,0.283
449,24,CA,Steven Delisle,D,62,2,13,15,133,-8,0,0,,0.032,0.21,0.242
450,23,US,Jake Chelios,D,41,1,14,15,32,-7,0,0,,0.024,0.341,0.366
451,26,CA,Domenic Monardo,F,43,10,4,14,46,0,2,0,,0.233,0.093,0.326
452,20,US,Nick Ebert,D,45,8,6,14,18,13,0,0,,0.178,0.133,0.311
453,24,CA,Greg Nemisz,F,21,8,6,14,6,1,1,2,,0.381,0.286,0.667
454,25,US,Bobby Farnham,F,62,7,7,14,226,3,0,0,,0.113,0.113,0.226
455,25,CA,Justin Courtnall,F,56,7,7,14,91,4,0,1,,0.125,0.125,0.25
456,20,CA,Chandler Stephenson,F,54,7,7,14,10,2,0,2,,0.13,0.13,0.259
457,21,CA,Graham Black,F,46,7,7,14,16,9,4,0,,0.152,0.152,0.304
458,24,CA,Tyler Brown,F,37,7,7,14,10,4,0,0,,0.189,0.189,0.378
459,24,US,Garrett Thompson,F,65,6,8,14,33,-13,0,0,,0.092,0.123,0.215
460,26,US,Brett Hextall,F,63,6,8,14,119,-16,1,1,,0.095,0.127,0.222
461,27,CA,Cody Bass,F,61,6,8,14,165,4,0,0,,0.098,0.131,0.23
462,25,CA,Carter Bancks,F,57,6,8,14,44,7,0,1,,0.105,0.14,0.246
463,23,US,Zach Budish,F,43,6,8,14,18,1,0,0,,0.14,0.186,0.326
464,23,CA,Taylor Vause,F,41,6,8,14,4,-8,0,1,,0.146,0.195,0.341
465,21,US,Alex Broadhurst,F,29,6,8,14,4,2,2,0,,0.207,0.276,0.483
466,30,CA,Francis Wathier,F,68,5,9,14,53,-1,0,0,,0.074,0.132,0.206
467,29,CA,Darroll Powe,F,43,5,9,14,49,-5,2,0,,0.116,0.209,0.326
468,20,CA,Mathew Dumba,D,20,5,9,14,6,2,2,0,,0.25,0.45,0.7
469,24,CA,Cameron Gaunce,D,73,4,10,14,113,6,1,0,,0.055,0.137,0.192
470,22,CA,Andrew O'Brien,D,62,4,10,14,118,-17,1,0,,0.065,0.161,0.226
471,20,CA,Matia Marcantuoni,F,59,4,10,14,20,4,0,0,,0.068,0.169,0.237
472,24,US,Matt Tennyson,D,43,4,10,14,30,7,2,0,,0.093,0.233,0.326
473,25,CA,David Dziurzynski,F,39,4,10,14,79,1,0,0,,0.103,0.256,0.359
474,31,CA,Bradley Mills,F,34,4,10,14,79,0,0,0,,0.118,0.294,0.412
475,31,CA,Jon Landry,D,64,3,11,14,38,24,0,0,,0.047,0.172,0.219
476,27,CA,Nicolas Blanchard,F,63,3,11,14,81,-8,0,0,,0.048,0.175,0.222
477,23,SE,Viktor Svedberg,D,49,3,11,14,41,14,0,0,,0.061,0.224,0.286
478,30,CA,Mike Moore,D,41,3,11,14,47,12,0,0,,0.073,0.268,0.341
479,24,CA,Corey Trivino,F,39,3,11,14,4,2,0,0,,0.077,0.282,0.359
480,21,RU,Nikita Nesterov,D,32,3,11,14,26,4,2,0,,0.094,0.344,0.438
481,29,CA,Mike Richards,F,16,3,11,14,4,6,1,0,,0.188,0.688,0.875
482,23,CA,Dan Biega,D,69,2,12,14,89,-20,1,0,,0.029,0.174,0.203
483,22,US,Scott Mayfield,D,69,1,13,14,173,-12,0,0,,0.014,0.188,0.203
484,22,SE,Petter Granberg,D,53,1,13,14,30,14,0,0,,0.019,0.245,0.264
485,21,CA,Yannick Veilleux,F,64,9,4,13,83,-1,1,0,,0.141,0.063,0.203
486,24,US,Wade Megan,F,59,8,5,13,44,-3,0,3,,0.136,0.085,0.22
487,30,CA,Rod Pelley,F,70,7,6,13,65,-9,0,1,,0.1,0.086,0.186
488,33,CA,Matt Ellis,F,38,7,6,13,2,-6,3,0,,0.184,0.158,0.342
489,32,CA,Josh Gratton,F,46,6,7,13,84,-3,0,0,,0.13,0.152,0.283
490,25,CA,Colton Gillies,F,70,5,8,13,72,4,0,0,,0.071,0.114,0.186
491,20,FI,Henri Ikonen,F,59,5,8,13,43,8,0,0,,0.085,0.136,0.22
492,22,US,Josh Archibald,F,45,5,8,13,24,-1,2,0,,0.111,0.178,0.289
493,21,CA,Reid Petryk,F,35,4,9,13,13,-3,0,0,,0.114,0.257,0.371
494,20,CA,Brett Kulak,D,26,4,9,13,27,-2,2,0,,0.154,0.346,0.5
495,30,CA,Bruno Gervais,D,71,3,10,13,26,-10,1,1,,0.042,0.141,0.183
496,26,CA,Matthew Corrente,D,58,3,10,13,144,17,1,0,,0.052,0.172,0.224
497,26,CA,Kelly Zajac,F,24,3,10,13,18,-4,3,0,,0.125,0.417,0.542
498,24,US,Zach Trotman,D,40,2,11,13,27,-9,1,0,,0.05,0.275,0.325
499,27,CA,Patrick McNeill,D,23,1,12,13,8,-6,1,0,,0.043,0.522,0.565
500,28,CA,Kevin Henderson,F,56,7,5,12,27,-4,0,0,,0.125,0.089,0.214
501,22,CA,Mitchell Heard,F,51,6,6,12,137,-16,1,0,,0.118,0.118,0.235
502,21,CZ,Martin Frk,F,32,6,6,12,16,0,0,0,,0.188,0.188,0.375
503,29,CA,Jay Rosehill,D,65,5,7,12,219,-15,0,0,,0.077,0.108,0.185
504,24,US,David Wohlberg,F,49,5,7,12,18,7,0,1,,0.102,0.143,0.245
505,25,US,Jesse Root,F,37,5,7,12,6,0,0,0,,0.135,0.189,0.324
506,23,LV,Ronalds Kenins,F,36,5,7,12,23,6,2,0,,0.139,0.194,0.333
507,23,US,Mac Bennett,D,59,4,8,12,10,-2,2,0,,0.068,0.136,0.203
508,27,CA,Chad Nehring,F,53,4,8,12,50,2,0,0,,0.075,0.151,0.226
509,21,CA,Joel Edmundson,D,30,4,8,12,49,-2,0,1,,0.133,0.267,0.4
510,22,SE,John Klingberg,D,10,4,8,12,6,5,1,0,,0.4,0.8,1.2
511,19,CA,Shea Theodore,D,9,4,8,12,2,-3,3,0,,0.444,0.889,1.333
512,22,US,Michael Zalewski,F,55,3,9,12,18,-4,0,0,,0.055,0.164,0.218
513,31,CA,Drew Bagnall,D,41,3,9,12,62,1,0,0,,0.073,0.22,0.293
514,26,CA,Andrew Campbell,D,40,3,9,12,30,1,2,1,,0.075,0.225,0.3
515,23,SE,Sebastian Wännström,F,36,3,9,12,12,0,1,0,,0.083,0.25,0.333
516,23,CA,Josh Manson,D,36,3,9,12,47,-6,1,0,,0.083,0.25,0.333
517,23,CA,Ben Sexton,F,35,3,9,12,57,6,0,0,,0.086,0.257,0.343
518,22,CA,Joe Morrow,D,33,3,9,12,14,4,2,0,,0.091,0.273,0.364
519,29,CA,Brandon Yip,F,31,3,9,12,8,-11,0,0,,0.097,0.29,0.387
520,24,CA,Matt Lorito,F,11,3,9,12,2,-2,3,0,,0.273,0.818,1.091
521,33,CA,Nolan Yonkman,D,65,2,10,12,52,-8,0,0,,0.031,0.154,0.185
522,24,US,Seth Helgeson,D,49,2,10,12,58,3,1,0,,0.041,0.204,0.245
523,21,CA,Scott Harrington,D,48,2,10,12,20,19,1,0,,0.042,0.208,0.25
524,23,US,Chris Casto,D,62,1,11,12,35,17,0,0,,0.016,0.177,0.194
525,24,CA,Jared Staal,F,63,7,4,11,27,-23,0,0,,0.111,0.063,0.175
526,19,SE,Jacob de la Rose,F,37,6,5,11,11,7,0,1,,0.162,0.135,0.297
527,22,CA,Scott Sabourin,F,51,5,6,11,138,-7,1,0,,0.098,0.118,0.216
528,24,CA,Brandon Kozun,F,23,5,6,11,16,3,0,0,,0.217,0.261,0.478
529,23,SE,Klas Dahlbeck,D,52,4,7,11,35,-1,2,0,,0.077,0.135,0.212
530,21,CA,Frederick Gaudreau,F,43,4,7,11,12,1,0,0,,0.093,0.163,0.256
531,21,CA,Ryan Horvat,F,52,3,8,11,89,-2,0,0,,0.058,0.154,0.212
532,25,CA,Dustin Stevenson,D,45,3,8,11,94,5,1,0,,0.067,0.178,0.244
533,26,US,Mike Cornell,D,44,3,8,11,141,-9,2,0,,0.068,0.182,0.25
534,28,US,Stu Bickel,D,43,3,8,11,93,-22,0,0,,0.07,0.186,0.256
535,26,US,Brian Gibbons,F,26,3,8,11,14,-12,2,0,,0.115,0.308,0.423
536,24,SE,Henrik Tömmernes,D,23,3,8,11,8,-3,2,0,,0.13,0.348,0.478
537,32,CA,Jean-Philippe Cote,D,74,2,9,11,112,14,0,0,,0.027,0.122,0.149
538,21,CZ,David Musil,D,65,2,9,11,35,2,0,0,,0.031,0.138,0.169
539,23,CA,Austin Fyten,F,64,2,9,11,85,-9,0,0,,0.031,0.141,0.172
540,21,US,Keegan Lowe,D,58,2,9,11,106,-16,0,0,,0.034,0.155,0.19
541,26,US,Denny Urban,D,31,2,9,11,12,-2,2,0,,0.065,0.29,0.355
542,24,CZ,Michal Jordan,D,30,2,9,11,4,-12,1,0,,0.067,0.3,0.367
543,25,US,Dan Kelly,D,64,1,10,11,130,0,0,0,,0.016,0.156,0.172
544,23,FI,Rasmus Rissanen,D,52,1,10,11,69,-7,0,0,,0.019,0.192,0.212
545,21,CA,Stuart Percy,D,43,1,10,11,14,1,0,0,,0.023,0.233,0.256
546,30,CA,Steven Pinizzotto,F,25,1,10,11,117,3,0,0,,0.04,0.4,0.44
547,20,CA,Adam Pelech,D,65,0,11,11,48,-2,0,0,,0,0.169,0.169
548,22,SE,Johan Alm,D,44,0,11,11,18,-11,0,0,,0,0.25,0.25
549,25,CA,Joel Broda,F,53,7,3,10,52,-4,0,0,,0.132,0.057,0.189
550,23,CA,Matt Bailey,F,56,6,4,10,31,-9,1,0,,0.107,0.071,0.179
551,21,CA,Sam Henley,F,54,6,4,10,47,-7,2,0,,0.111,0.074,0.185
552,25,CA,Maxime Macenauer,F,47,6,4,10,28,0,0,0,,0.128,0.085,0.213
553,22,CA,Joseph Cramarossa,F,54,5,5,10,75,-11,0,1,,0.093,0.093,0.185
554,24,CA,Joel Chouinard,D,29,5,5,10,12,-2,1,0,,0.172,0.172,0.345
555,33,US,Brad Winchester,F,26,5,5,10,47,-11,2,0,,0.192,0.192,0.385
556,24,SE,Melker Karlsson,F,20,5,5,10,6,-2,3,0,,0.25,0.25,0.5
557,23,CA,Andy Andreoff,F,7,5,5,10,11,8,1,0,,0.714,0.714,1.429
558,25,DK,Oliver Lauridsen,D,75,4,6,10,152,6,0,1,,0.053,0.08,0.133
559,23,CA,Brandon Davidson,D,55,4,6,10,43,10,0,0,,0.073,0.109,0.182
560,22,US,Jared Knight,F,52,4,6,10,42,-4,0,0,,0.077,0.115,0.192
561,20,CA,Jujhar Khaira,F,51,4,6,10,62,-7,0,0,,0.078,0.118,0.196
562,24,CA,Connor Jones,F,41,4,6,10,31,-4,0,0,,0.098,0.146,0.244
563,20,CZ,Radek Faksa,F,32,4,6,10,12,-13,0,0,,0.125,0.188,0.313
564,35,US,Ryan Malone,F,24,4,6,10,29,0,0,0,,0.167,0.25,0.417
565,24,SE,Magnus Nygren,D,15,4,6,10,2,2,1,0,,0.267,0.4,0.667
566,22,US,Phil Lane,F,53,3,7,10,39,-7,1,0,,0.057,0.132,0.189
567,23,CA,Scott Valentine,D,48,3,7,10,77,5,0,0,,0.063,0.146,0.208
568,25,CA,Greg Miller,F,35,3,7,10,10,0,0,0,,0.086,0.2,0.286
569,22,CA,Brandon Gormley,D,23,3,7,10,18,0,0,0,,0.13,0.304,0.435
570,27,CA,Devin Setoguchi,F,19,3,7,10,4,-7,0,0,,0.158,0.368,0.526
571,22,US,Patrick Brown,F,60,2,8,10,34,-11,0,0,,0.033,0.133,0.167
572,25,CA,Chris Breen,D,52,2,8,10,33,8,0,0,,0.038,0.154,0.192
573,23,SE,Peter Andersson,D,51,2,8,10,20,13,0,0,,0.039,0.157,0.196
574,23,US,Mark Alt,D,44,2,8,10,18,-15,0,0,,0.045,0.182,0.227
575,20,CA,Mackenzie Weegar,D,31,2,8,10,40,2,1,0,,0.065,0.258,0.323
576,23,US,Scott Czarnowczan,D,29,2,8,10,30,11,0,0,,0.069,0.276,0.345
577,26,CA,Kane Lafranchise,D,27,2,8,10,4,-1,0,0,,0.074,0.296,0.37
578,20,CA,Brandon Montour,D,14,2,8,10,8,10,0,0,,0.143,0.571,0.714
579,21,CA,Brady Austin,D,66,1,9,10,31,-16,0,1,,0.015,0.136,0.152
580,25,CA,Dallas Jackson,D,44,1,9,10,18,3,0,0,,0.023,0.205,0.227
581,24,CA,Nick D'Agostino,D,50,0,10,10,10,8,0,0,,0,0.2,0.2
582,30,US,Corey Potter,D,25,0,10,10,18,10,0,0,,0,0.4,0.4
583,23,US,Andrew Yogan,F,43,8,1,9,46,-6,0,0,,0.186,0.023,0.209
584,25,CA,Corey Cowick,F,46,6,3,9,47,-2,0,1,,0.13,0.065,0.196
585,20,CA,Mitch Moroz,F,66,5,4,9,169,-15,0,0,,0.076,0.061,0.136
586,25,CA,John Kurtz,F,72,4,5,9,188,-11,0,1,,0.056,0.069,0.125
587,20,CA,Felix Girard,F,61,4,5,9,54,-9,0,0,,0.066,0.082,0.148
588,20,CA,Ryan Olsen,F,60,4,5,9,47,-19,0,0,,0.067,0.083,0.15
589,23,US,Garrett Noonan,D,40,4,5,9,17,7,1,0,,0.1,0.125,0.225
590,23,CA,Ben Chiarot,D,24,4,5,9,21,0,3,0,,0.167,0.208,0.375
591,21,CA,Olivier Archambault,F,24,4,5,9,21,-8,0,0,,0.167,0.208,0.375
592,22,CA,Morgan Ellis,D,27,3,6,9,13,3,0,0,,0.111,0.222,0.333
593,24,CA,Jordon Southorn,D,26,3,6,9,8,8,2,0,,0.115,0.231,0.346
